null_identity_mean	obs_identity
0.087761067227898	0.1091239855097686
0.6137329543044899	0.9463440860215162
0.1223433838217297	0.2009197798360512
0.0963029871781939	0.1353153257150811
0.0956932249232557	0.1537980418112458
0.1151695108617093	0.1810191559540091
0.3255602926074575	0.424115745806928
0.0804106264625566	0.0833521176818875
0.4583382948264465	0.5621334640202641
0.0947629934576742	0.1508610534543402
0.0873461513150026	0.1057225613059504
0.4384135032520803	0.5460165755598406
0.1063555269052409	0.1307189737640209
0.0791227254041337	0.0869804435074482
0.0814563816015761	0.0872012116151169
0.4888801719783649	0.9260326044757722
0.0806264180637962	0.0823554873997634
0.1022637894653571	0.1095794747787332
0.1077898161733249	0.1170001329851475
0.2083121454979203	0.3210014459435924
0.080617397842528	0.0841094165946866
0.088543466456411	0.0955970637286208
0.0808155152772893	0.0838636618323657
0.0789646070844963	0.0816674375606165
0.1032474524040281	0.1071462410349216
0.0811833192056208	0.0834295536594584
0.13782752356795	0.1708902737033311
0.0913286280653715	0.0939714908100626
0.1485595233959678	0.1504377202659101
0.1311451440674441	0.1378042745487735
0.128291672719421	0.1313625505934887
0.1253571257089172	0.126681748628531
